,PCA1,PCA2,Label
0,0.5493478982126305,-0.3600034738192118,1.0
1,-2.7137445345308695,2.0043293786735377,0.0
2,2.3570036496325213,-2.2238953424440595,1.0
3,3.2238508073423704,1.381162238080638,2.0
4,1.313578057462665,-1.118364482609526,1.0
5,-2.890250145381003,-1.255364745288193,3.0
6,-0.8905900480516238,-1.4090667455801005,3.0
7,2.629032001716121,0.1416105110848114,2.0
8,-3.2022530534641893,2.64427493273521,0.0
9,1.5955185262562994,-1.2587614773195428,1.0
10,-2.4519703396406647,-0.9405731989050804,3.0
11,2.474906778570043,0.06704837141740154,2.0
12,3.3347652688545817,3.2813400618660693,2.0
13,-2.62220128685097,4.2867331934368975,0.0
14,-1.4858605219691359,1.1506206211004184,0.0
15,3.01718404434877,3.607293871155336,2.0
16,-2.513427875505582,1.5954713836645351,0.0
17,-0.18300377984877195,-2.8998138549175385,1.0
18,2.7899403902674953,-0.6696137935255253,1.0
19,0.3858784183728189,-1.0745369685654251,1.0
20,0.5004513767437024,-0.42169626496118895,1.0
21,0.5362394178420872,-0.3593779459445483,1.0
22,2.741378717511987,-0.11082914815160501,2.0
23,-2.2600600312944668,1.6297610624557932,0.0
24,-1.500582639946119,-2.42953930250277,3.0
25,3.967306937517304,0.4870034071944977,2.0
26,-2.4317390146543656,-0.8404678400931782,3.0
27,1.2872648771982569,-1.1442977957690939,1.0
28,-1.5617091174994893,-2.4164205735484976,3.0
29,2.7593380384497945,0.18073913563034502,2.0
30,4.705169792585819,1.331856189598458,2.0
31,-1.9970849443496563,2.8633927862128434,0.0
32,1.591562217778141,-1.2177435318230232,1.0
33,-1.4505482412909176,-0.777852794321791,3.0
34,-2.790821667864733,2.321931895894149,0.0
35,-2.8698093037545975,-1.3941127570413938,3.0
36,-1.4609983675579843,2.2957808414964034,0.0
37,0.7110961491158566,-1.9257499924641848,1.0
38,-1.0853230082430028,2.035309976680977,0.0
39,1.6836229070997035,-1.1393207009700443,1.0
40,2.44072252449862,0.07669617998205967,2.0
41,-2.645170752655431,2.008494410676891,0.0
42,1.6565903819609211,-3.050314598216405,1.0
43,3.159360538794768,0.4304056956725966,2.0
44,1.1395502837824776,-1.8717251641090862,1.0
45,0.002427907676808203,-0.6188411355343062,1.0
46,-1.9992584228204033,-0.4060490489537643,3.0
47,0.5138419859648772,-1.354635910087046,1.0
48,4.883118926417338,3.7148932574248827,2.0
49,-2.087310577083712,3.220709450829602,0.0
50,1.6516706067685727,-2.3584659807341155,1.0
51,4.725093845075314,3.73499291398508,2.0
52,3.3076888987606283,7.575717917451602,2.0
53,3.400616069278389,0.43587307240707684,2.0
54,1.2351344095802939,-1.1612833900473776,1.0
55,-1.9190270450281262,3.586943073304244,0.0
56,-1.4650684538489276,-0.7045275881383063,3.0
57,3.2144049980612337,1.6535687627047555,2.0
58,-3.298247077320955,-0.7985338296090471,3.0
59,-1.5862017072970442,0.2219761430354402,3.0
60,3.974311102939705,0.9297562616942392,2.0
61,0.5251638774333911,1.472240410706917,0.0
62,-3.1609989190357224,1.1364383889307899,0.0
63,-2.176006935562713,-0.9499358702142936,3.0
64,1.7439809732580591,-2.4712443750327413,1.0
65,-2.75071381542467,2.163382738974846,0.0
66,-1.4956661428994134,-2.2606698160006897,3.0
67,3.3109640463827894,-0.27872200844482087,2.0
68,3.1892490423547937,-0.9118679567347397,1.0
69,0.4742691724496545,-1.2501142573958817,1.0
70,1.8920846682658927,0.362079451227205,2.0
71,2.30170506489149,-2.4102103661005967,1.0
72,1.0779162190962437,-0.422294579279142,1.0
73,3.317130067905376,3.0590674524678696,2.0
74,4.252337651658603,1.4556291379013877,2.0
75,4.334908222235916,1.3301338834502467,2.0
76,4.493191533025225,1.0942025100198443,2.0
77,0.2566524561710225,-1.2862067002328712,1.0
78,1.9709581091034098,-0.7558368764955321,1.0
79,-0.47106715887262396,-0.48261125745470373,3.0
80,-3.3146985809147558,1.33631651057501,0.0
81,2.7870755812394967,-0.4342294894324504,1.0
82,3.104960224541293,-0.034045516879025024,2.0
83,-2.7787757522902408,0.43336408025494466,3.0
84,3.483315076859859,-0.11290313753336138,2.0
85,4.622512247296571,1.8358041468897768,2.0
86,2.9895414567287992,-1.386480650400604,1.0
87,3.1042054591051595,1.2283200239140148,2.0
88,4.46558165971738,1.6144117762083712,2.0
89,1.433651061718476,-2.544806274796074,1.0
90,-3.197575071740233,1.6685968067229076,0.0
91,3.0199722232932347,0.09898380702224453,2.0
92,-3.748398146684889,-0.2691191753128318,3.0
93,-2.208759866332147,-2.535066980709881,3.0
94,2.160955657827566,-2.4779156061785996,1.0
95,-3.154502639116716,2.63021175639371,0.0
96,0.11870504647150838,-1.949813490198979,1.0
97,-2.188644487141064,-1.6573997550766886,3.0
98,1.8004115753512457,-0.3281142116036387,1.0
99,-1.358794760509775,2.3899825703410547,0.0
100,4.6754681216184775,3.460834752079843,2.0
101,0.055870955138125435,-3.0828554045948566,1.0
102,-1.5654396215380613,0.5121393286688929,3.0
